1	1	10	0	0	0
2	2	20	0	0	0
3	1	40	0	0	0
4	1	50	1	0	0
5	3	65	1	24	650000000
6	2	80	0	0	0
7	1	90	0	0	0
8	2	110	0	0	0
1	2	10	0	0	0
2	1	30	0	0	0
3	2	40	0	0	0
4	3	52	1	24	650000000
5	1	64	1	0	0
6	1	124	1	0	0
7	3	148	1	48	650000000
8	2	172	0	0	0
1	2	10	0	0	0
2	1	30	0	0	0
3	2	40	0	0	0
4	3	60	1	48	650000000
5	1	80	1	0	0
6	1	90	1	0	0
7	2	110	1	0	0
8	1	120	0	0	0
